"","spp","grow","n.grow","sd.grow","skel","n.skel","sd.skel","calc","n.calc","sd.calc","corwidth","n.corwidth","cmd","n.cmd","col","repmode","sex","symb","branching","encrusting","laminar","massive","submassive","lifehist","iucn"
"474","Lobophyllia serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.55,2,200,2,"colonial",NA,NA,NA,0,0,0,1,0,NA,"EN"
"475","Madracis asanoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"476","Madracis decactis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,2,10,2,"colonial",NA,"hermaphrodite",NA,0,1,1,0,1,"weedy","LC"
"477","Madracis formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,2,10.23,1,"colonial","brooder","hermaphrodite","yes",0,0,0,0,1,"weedy","LC"
"478","Madracis kirbyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,125,1,"colonial",NA,NA,NA,0,1,1,0,2,NA,"LC"
"479","Madracis myriaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Madracis pharensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2,NA,NA,"colonial","brooder","hermaphrodite","yes",0,1,0,0,1,"weedy","LC"
"481","Madracis senaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,2,NA,NA,"colonial","brooder","hermaphrodite","yes",0,1,0,0,0,NA,"LC"
"482","Manicina areolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.95,2,10,2,"colonial","brooder","hermaphrodite","yes",0,0,0,1,0,"weedy","LC"
"483","Meandrina braziliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,1,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"DD"
"484","Merulina scabricula",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,1,NA,"LC"
"485","Merulina scheeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,2,30,1,"colonial",NA,NA,NA,0,1,0,0,1,NA,"LC"
"486","Merulina triangularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,2,500,3,"colonial","spawner","hermaphrodite",NA,1,0,0,0,0,NA,"NT"
"487","Micromussa amakusensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,2,NA,NA,"colonial","spawner",NA,NA,0,1,0,1,0,NA,"NT"
"488","Micromussa diminuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,2,30,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"DD"
"489","Micromussa lordhowensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,2,NA,NA,"colonial","spawner","hermaphrodite","no",0,0,0,1,0,NA,"NT"
"490","Micromussa minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"491","Micromussa multipunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,2,30,1,"colonial",NA,NA,NA,0,1,0,0,0,NA,"VU"
"492","Montigyra kenti",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"DD"
"493","Montipora aequituberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,1,NA,"LC"
"494","Montipora altasepta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial","spawner","hermaphrodite","yes",1,0,0,0,0,NA,"VU"
"495","Montipora angulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,NA,NA,"colonial",NA,NA,NA,1,1,0,0,0,NA,"VU"
"496","Montipora aspergillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"497","Montipora australiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"498","Montipora cactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,1,NA,"VU"
"499","Montipora calcarea",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"500","Montipora caliculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"501","Montipora capricornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,1,NA,"VU"
"502","Montipora cebuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"503","Montipora circumvallata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,1,NA,"LC"
"504","Montipora cocosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,2,NA,"VU"
"505","Montipora confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,100,1,"colonial",NA,NA,NA,0,2,1,0,0,NA,"NT"
"506","Montipora corbettensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,1,NA,"VU"
"507","Montipora crassituberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,1,NA,"VU"
"508","Montipora cryptus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"NT"
"509","Montipora danae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,1,0,1,"generalist","LC"
"510","Montipora delicatula",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"511","Montipora dilatata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,30,1,"colonial","spawner","hermaphrodite",NA,0,1,0,0,2,NA,"EN"
"512","Montipora echinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD"
"513","Montipora efflorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,0,1,1,NA,"NT"
"514","Montipora effusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial",NA,"hermaphrodite",NA,0,1,0,0,1,NA,"NT"
"515","Montipora flabellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,50,1,"colonial","spawner","hermaphrodite",NA,0,1,1,0,0,NA,"VU"
"516","Montipora florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"517","Montipora floweri",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"LC"
"518","Montipora foveolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,1,0,NA,"NT"
"519","Montipora friabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"520","Montipora gaimardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,"colonial",NA,"hermaphrodite",NA,0,2,0,0,0,NA,"VU"
"521","Montipora grisea",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,1,0,NA,"LC"
"522","Montipora hemispherica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,200,1,"colonial",NA,NA,NA,0,1,0,1,1,NA,"DD"
"523","Montipora hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"524","Montipora hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,2,NA,"LC"
"525","Montipora hodgsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"526","Montipora hoffmeisteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,0,0,NA,"LC"
"527","Montipora incrassata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2,NA,NA,"colonial",NA,"hermaphrodite","yes",0,1,0,0,1,NA,"NT"
"528","Montipora informis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,1,0,NA,"LC"
"529","Montipora kellyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"530","Montipora lobulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"VU"
"531","Montipora mactanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,1,NA,"VU"
"532","Montipora malampaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,1,0,1,NA,"VU"
"533","Montipora meandrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,20,1,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"534","Montipora millepora",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"LC"
"535","Montipora mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,1,1,NA,"LC"
"536","Montipora monasteriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,1,0,"generalist","LC"
"537","Montipora niugini",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,30,2,"colonial",NA,NA,NA,0,0,0,0,2,NA,"NT"
"538","Montipora nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"539","Montipora orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"540","Montipora pachytuberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"541","Montipora palawanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2,200,1,"colonial",NA,NA,NA,0,0,1,0,1,NA,"NT"
"542","Montipora patula",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,200,1,"colonial","spawner","hermaphrodite",NA,0,1,1,0,0,NA,"VU"
"543","Montipora peltiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,0,2,NA,"NT"
"544","Montipora porites",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,2,NA,NA,"colonial",NA,NA,NA,0,2,0,0,0,NA,"NT"
"545","Montipora samarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,"colonial","spawner","hermaphrodite","yes",1,0,0,0,0,NA,"VU"
"546","Montipora saudii",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,100,1,"colonial",NA,NA,NA,0,2,0,0,0,NA,"NT"
"547","Montipora setosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"EN"
"548","Montipora spongiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"LC"
"549","Montipora spongodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,1,NA,"LC"
"550","Montipora spumosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,1,0,1,NA,"LC"
"551","Montipora stellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,1,0,1,NA,"LC"
"552","Montipora stilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,1,NA,"VU"
"553","Montipora taiwanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2,50,1,"colonial",NA,NA,NA,0,1,0,0,1,NA,"DD"
"554","Montipora tuberculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,1,1,0,NA,"LC"
"555","Montipora turgescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,1,1,NA,"LC"
"556","Montipora turtlensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,1,0,0,1,NA,"VU"
"557","Montipora venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,"colonial","spawner","hermaphrodite","yes",0,0,0,1,0,"stress-tolerant","NT"
"558","Montipora verruculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2,200,1,"colonial",NA,NA,NA,0,1,0,0,0,NA,"VU"
"559","Montipora vietnamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,1,NA,"VU"
"560","Moseleya latistellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,2,25,1,"colonial","spawner","hermaphrodite","no",0,1,0,0,1,NA,"VU"
"561","Mussa angulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,50,2,"both",NA,"hermaphrodite",NA,0,1,0,1,0,NA,"LC"
"562","Mussismilia harttii",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,2,100,1,"colonial","spawner","hermaphrodite","no",0,0,0,1,0,NA,"DD"
"563","Mussismilia hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,2,50,1,"colonial","spawner","hermaphrodite","no",0,0,0,1,0,NA,"DD"
"564","Mussismilia leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,2,100,1,"colonial",NA,NA,NA,0,1,0,1,0,NA,"DD"
"565","Mycedium elephantotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,2,300,1,"colonial","spawner","hermaphrodite",NA,0,1,1,0,0,"generalist","LC"
"566","Mycedium mancaoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"LC"
"567","Mycedium robokaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2,NA,NA,"colonial",NA,"hermaphrodite",NA,0,0,1,0,0,NA,"LC"
"568","Mycedium steeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2,30,2,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"569","Mycedium umbra",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,2,100,1,"colonial",NA,NA,NA,0,1,0,0,0,NA,"LC"
"570","Mycetophyllia aliciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,2,13.62,1,"colonial",NA,NA,NA,0,1,1,1,0,NA,"LC"
"571","Mycetophyllia danaana",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,2,NA,NA,"colonial",NA,NA,NA,0,1,0,0,0,NA,"LC"
"572","Mycetophyllia ferox",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,2,22,2,"colonial","brooder","hermaphrodite",NA,0,1,1,0,0,"weedy","VU"
"573","Mycetophyllia lamarckiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,2,13.28,2,"colonial",NA,NA,NA,0,1,1,0,0,NA,"LC"
"574","Mycetophyllia reesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"575","Nemenzophyllia turbida",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,2,200,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"576","Oculina diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2,NA,NA,"colonial",NA,"gonochore",NA,2,0,0,0,0,NA,"LC"
"577","Oculina patagonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2,NA,NA,"colonial",NA,NA,NA,1,1,0,0,0,NA,"LC"
"578","Oculina profunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Oculina robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"580","Oculina valenciennesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"DD"
"581","Oculina varicosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,2,50,1,"colonial","spawner","gonochore","no",1,0,0,0,0,NA,"VU"
"582","Oulastrea crispata",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,2,NA,NA,"colonial","spawner","hermaphrodite","no",0,1,0,0,0,NA,"LC"
"583","Oulophyllia bennettae",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,2,NA,NA,"colonial","spawner",NA,NA,0,0,0,1,0,NA,"NT"
"584","Oulophyllia levis",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"LC"
"585","Oxypora convoluta",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2,200,2,"colonial",NA,NA,NA,0,0,1,0,0,NA,"DD"
"586","Oxypora crassispinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,"LC"
"587","Oxypora egyptensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85,2,100,2,"colonial",NA,NA,NA,0,1,0,0,1,NA,"DD"
"588","Oxypora glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,2,NA,NA,"colonial","spawner","hermaphrodite","no",0,1,1,0,0,NA,"LC"
"589","Oxypora lacera",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,2,NA,NA,"colonial","spawner","hermaphrodite","no",0,1,1,0,0,NA,"LC"
"590","Pachyseris foliosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,2,NA,NA,"colonial",NA,"gonochore",NA,0,0,1,0,0,NA,"LC"
"591","Pachyseris gemmae",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,"NT"
"592","Pachyseris involuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,0,NA,"VU"
"593","Pachyseris rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,1000,3,"colonial","spawner","gonochore",NA,0,0,1,0,0,"generalist","VU"
"594","Pachyseris speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,200,1,"colonial","spawner","gonochore","no",0,1,1,0,0,"generalist","LC"
"595","Palauastrea ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"596","Paragoniastrea deformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,NA,NA,"colonial","spawner",NA,NA,0,1,0,1,0,NA,"VU"
"597","Paragoniastrea russelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,0,1,NA,"NT"
"598","Paramontastraea peresi",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"599","Paramontastraea salebrosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"600","Paramontastraea serageldini",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2,80,2,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"601","Parascolymia rowleyensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"602","Parascolymia vitiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,21.5,3,"both","spawner","hermaphrodite",NA,0,1,0,1,0,NA,"NT"
"603","Pavona bipartita",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,100,1,"colonial",NA,NA,NA,0,1,0,0,2,NA,"VU"
"604","Pavona chiriquiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,NA,NA,NA,"spawner","gonochore","no",NA,NA,NA,NA,NA,NA,"LC"
"605","Pavona danai",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU"
"606","Pavona decussata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2,20,1,"colonial",NA,NA,NA,0,0,1,0,2,"generalist","VU"
"607","Pavona diffluens",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2,NA,NA,"colonial",NA,NA,NA,0,0,0,0,1,NA,"VU"
"608","Pavona explanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,2,NA,"LC"
"609","Pavona frondifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,2,NA,NA,"colonial",NA,NA,NA,0,0,1,0,1,NA,"LC"
"610","Pavona minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2,1000,2,"colonial",NA,NA,NA,0,1,0,0,1,NA,"NT"
"611","Pavona venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"612","Pectinia africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,2,30,2,"colonial",NA,NA,NA,0,1,0,1,0,NA,"VU"
"613","Pectinia alcicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,1,0,1,NA,"VU"
"614","Pectinia elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"615","Pectinia lactuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.75,2,100,2,"colonial","spawner","hermaphrodite",NA,0,1,1,0,1,NA,"VU"
"616","Pectinia maxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,2,100,1,"colonial",NA,NA,NA,0,1,1,0,0,NA,"EN"
"617","Pectinia paeonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,2,100,1,"colonial","spawner","hermaphrodite","no",0,0,1,0,0,NA,"NT"
"618","Pectinia pygmaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"619","Pectinia teres",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"620","Physogyra lichtensteini",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,100,1,"colonial",NA,NA,NA,0,1,0,1,0,"stress-tolerant","VU"
"621","Physophyllia ayleni",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,NA,NA,"colonial",NA,NA,NA,0,1,1,0,0,NA,"NT"
"622","Platygyra acuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,2,NA,NA,"colonial",NA,"hermaphrodite","no",0,0,0,1,0,NA,"NT"
"623","Platygyra carnosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,40,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"624","Platygyra contorta",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,1,1,NA,"LC"
"625","Platygyra crosslandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,2,NA,NA,"colonial",NA,NA,NA,0,1,0,1,0,NA,"NT"
"626","Platygyra pini",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,1,0,1,0,NA,"LC"
"627","Platygyra ryukyuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,2,NA,NA,"colonial","spawner","hermaphrodite",NA,0,0,0,1,0,NA,"NT"
"628","Platygyra verweyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,NA,NA,"colonial",NA,NA,NA,0,0,0,1,0,NA,"NT"
"629","Platygyra yaeyamaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU"
"630","Plerogyra discus",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,1,30,1,"colonial",NA,NA,NA,0,0,0,1,0,NA,"VU"
"631","Plerogyra multilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD"
"632","Plerogyra simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,2,NA,NA,"colonial",NA,NA,NA,1,0,0,0,0,NA,"NT"
"633","Plerogyra sinuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,2,100,1,"colonial",NA,NA,NA,0,0,0,1,0,"stress-tolerant","NT"
"634","Pleuractis moluccensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,160,1,NA,NA,"solitary",NA,NA,NA,0,1,0,1,0,NA,"LC"
"635","Pleuractis paumotensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,235,1,25,3,"solitary","spawner","gonochore",NA,0,0,0,1,0,NA,"LC"
